Site_ID,Itteration,Observer,Time,Date,Plantation,Tree_Rich,Tree_Abu,Tree_Hei,Tree_Cov,Shrub_Rich,Shrub_Abu,Shrub_Hei,Shrub_Cov,Suc_Rich,Suc_Abu,Suc_Hei,Suc_Cov,Fern_Rich,Fern_Abu,Fern_Hei,Fern_Cov,Sed_Rich,Sed_Abu,Sed_Hei,Sed_Cov,Forb_Rich,Forb_Abu,Forb_Hei,Forb_Cov,Bulb_Rich,Bulb_Abu,Bulb_Hei,Bulb_Cov,Grass_Rich,Grass_Abu,Grass_Hei,Grass_Cov,Bram_Rich,Bram_Abu,Bram_Hei,Bram_Cov,Grou_Cov,Rock_Cov,Climb_Rich,Climb_Abu,Climb_Hei,Climb_Cov
Site_04,11,Gabi,08:45,23/03/2020,Newlands,0,0,0,0,1,1,70,10,0,0,0,0,1,5,40,20,0,0,0,0,0,0,0,0,0,0,0,0,3,5,65,40,1,3,40,10,20,0,0,0,0,0
Site_04,12,Gabi,08:45,23/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,50,10,0,0,0,0,3,10,65,60,0,0,0,0,30,0,0,0,0,0
Site_05,1,Jurie,10:00,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,30,70,0,0,0,0,30,0,0,0,0,0
Site_05,2,Jurie,10:00,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,25,25,0,0,0,0,3,33,55,65,0,0,0,0,10,0,0,0,0,0
Site_05,3,Jurie,10:00,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,15,5,1,1,20,5,1,23,35,60,0,0,0,0,30,0,0,0,0,0
Site_05,4,Jurie,10:00,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,50,75,0,0,0,0,25,0,0,0,0,0
Site_05,5,Jurie,10:00,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,10,15,1,1,25,5,3,33,80,65,0,0,0,0,15,0,0,0,0,0
Site_05,6,Jurie,10:00,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,10,10,0,0,0,0,2,22,35,65,0,0,0,0,25,0,0,0,0,0
Site_05,7,Jurie,10:00,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,5,0,0,0,0,3,25,30,80,0,0,0,0,15,0,0,0,0,0
Site_05,8,Jurie,10:00,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,10,5,1,2,60,20,3,19,30,40,0,0,0,0,35,0,0,0,0,0
Site_05,9,Jurie,10:00,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,10,5,1,1,5,5,3,26,30,60,0,0,0,0,30,0,0,0,0,0
Site_05,10,Jurie,10:00,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,40,5,1,2,5,5,3,18,40,75,0,0,0,0,15,0,0,0,0,0
Site_05,11,Jurie,10:00,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,10,10,1,2,5,5,3,16,50,70,0,0,0,0,15,0,0,0,0,0
Site_05,12,Jurie,10:00,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,10,10,0,0,0,0,2,15,35,65,0,0,0,0,25,0,0,0,0,0
Site_05,1,Gabi,10:00,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,10,10,0,0,0,0,2,11,40,75,0,0,0,0,15,0,0,0,0,0
Site_05,2,Gabi,10:00,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,15,10,0,0,0,0,2,15,50,80,0,0,0,0,10,0,0,0,0,0
Site_05,3,Gabi,10:00,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,15,5,0,0,0,0,3,14,30,75,0,0,0,0,20,0,0,0,0,0
Site_05,4,Gabi,10:00,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,5,0,0,0,0,2,9,65,85,0,0,0,0,10,0,0,0,0,0
Site_05,5,Gabi,10:00,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,60,90,0,0,0,0,10,0,0,0,0,0
Site_05,6,Gabi,10:00,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,35,5,0,0,0,0,2,5,65,85,0,0,0,0,10,0,0,0,0,0
Site_05,7,Gabi,10:00,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,30,10,0,0,0,0,3,12,30,80,0,0,0,0,10,0,0,0,0,0
Site_05,8,Gabi,10:00,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,15,5,0,0,0,0,2,9,35,80,0,0,0,0,15,0,0,0,0,0
Site_05,9,Gabi,10:00,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,20,10,0,0,0,0,2,14,40,80,0,0,0,0,10,0,0,0,0,0
Site_05,10,Gabi,10:00,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,60,90,0,0,0,0,10,0,0,0,0,0
Site_05,11,Gabi,10:00,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,15,5,0,0,0,0,3,19,55,90,0,0,0,0,5,0,0,0,0,0
Site_05,12,Gabi,10:00,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,25,5,0,0,0,0,2,10,55,75,0,0,0,0,20,0,0,0,0,0
Site_06,1,Jurie,15:00,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,35,10,0,0,0,0,4,50,50,90,0,0,0,0,0,0,0,0,0,0
Site_06,2,Jurie,15:00,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,10,10,0,0,0,0,3,43,40,90,0,0,0,0,0,0,0,0,0,0
Site_06,3,Jurie,15:00,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,40,5,1,1,35,30,4,45,35,65,0,0,0,0,0,0,0,0,0,0
Site_06,4,Jurie,15:00,20/03/2020,Newlands,1,1,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,30,10,0,0,0,0,3,45,60,85,0,0,0,0,0,0,0,0,0,0
Site_06,5,Jurie,15:00,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,35,95,0,0,0,0,5,0,0,0,0,0
Site_06,6,Jurie,15:00,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,70,5,0,0,0,0,3,39,30,95,0,0,0,0,0,0,0,0,0,0
Site_06,7,Jurie,15:00,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,10,10,0,0,0,0,2,35,40,90,0,0,0,0,0,0,0,0,0,0
Site_06,8,Jurie,15:00,20/03/2020,Newlands,0,0,0,0,1,1,30,5,0,0,0,0,0,0,0,0,0,0,0,0,2,3,30,5,0,0,0,0,1,39,45,90,0,0,0,0,0,0,0,0,0,0
Site_06,9,Jurie,15:00,20/03/2020,Newlands,0,0,0,0,1,2,40,5,0,0,0,0,0,0,0,0,0,0,0,0,2,6,30,15,0,0,0,0,2,3,40,80,0,0,0,0,0,0,0,0,0,0
Site_06,10,Jurie,15:00,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,30,5,0,0,0,0,2,30,35,90,0,0,0,0,5,0,0,0,0,0
Site_06,11,Jurie,15:00,20/03/2020,Newlands,1,1,30,5,1,1,60,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,35,65,0,0,0,0,0,0,0,0,0,0
Site_06,12,Jurie,15:00,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,30,5,0,0,0,0,3,32,35,85,0,0,0,0,10,0,0,0,0,0
Site_06,1,Gabi,15:00,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,10,20,0,0,0,0,3,20,50,80,0,0,0,0,0,0,0,0,0,0
Site_06,2,Gabi,15:00,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,20,10,0,0,0,0,2,25,45,85,0,0,0,0,5,0,0,0,0,0
Site_06,3,Gabi,15:00,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,5,0,0,0,0,4,30,45,95,0,0,0,0,0,0,0,0,0,0
Site_06,4,Gabi,15:00,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,35,5,0,0,0,0,3,22,80,90,0,0,0,0,5,0,0,0,0,0
Site_06,5,Gabi,15:00,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,20,25,0,0,0,0,4,24,55,75,0,0,0,0,0,0,0,0,0,0
Site_06,6,Gabi,15:00,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,25,5,0,0,0,0,3,24,45,90,0,0,0,0,5,0,0,0,0,0
Site_06,7,Gabi,15:00,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,35,5,0,0,0,0,3,30,50,90,0,0,0,0,5,0,0,0,0,0
Site_06,8,Gabi,15:00,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,40,10,0,0,0,0,3,25,70,90,0,0,0,0,0,0,0,0,0,0
Site_06,9,Gabi,15:00,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,45,95,0,0,0,0,5,0,0,0,0,0
Site_06,10,Gabi,15:00,20/03/2020,Newlands,1,1,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,25,10,0,0,0,0,3,19,55,75,0,0,0,0,10,0,0,0,0,0
Site_06,11,Gabi,15:00,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,70,5,0,0,0,0,2,20,60,85,0,0,0,0,10,0,0,0,0,0
Site_06,12,Gabi,15:00,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,60,5,0,0,0,0,3,19,70,90,0,0,0,0,5,0,0,0,0,0
Site_07,1,Jurie,12:05,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,50,10,0,0,0,0,2,17,50,70,0,0,0,0,20,0,0,0,0,0
Site_07,2,Jurie,12:05,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,5,0,0,0,0,2,13,45,60,0,0,0,0,35,0,0,0,0,0
Site_07,3,Jurie,12:05,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,5,0,0,0,0,0,0,0,0,0,0,0,0,3,28,55,75,0,0,0,0,20,0,0,0,0,0
Site_07,4,Jurie,12:05,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,5,0,0,0,0,0,0,0,0,4,23,50,85,0,0,0,0,5,0,1,3,10,5
Site_07,5,Jurie,12:05,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30,5,0,0,0,0,3,18,65,85,0,0,0,0,5,0,1,4,15,5
Site_07,6,Jurie,12:05,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30,5,0,0,0,0,3,28,70,90,0,0,0,0,5,0,0,0,0,0
Site_07,7,Jurie,12:05,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30,5,0,0,0,0,3,29,50,90,0,0,0,0,5,0,0,0,0,0
Site_07,8,Jurie,12:05,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,30,10,1,1,25,5,1,1,40,5,6,24,65,70,0,0,0,0,10,0,0,0,0,0
Site_07,9,Jurie,12:05,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,20,15,0,0,0,0,4,37,60,80,0,0,0,0,5,0,0,0,0,0
Site_07,10,Jurie,12:05,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,45,25,0,0,0,0,2,27,75,65,0,0,0,0,10,0,0,0,0,0
Site_07,11,Jurie,12:05,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,35,30,0,0,0,0,2,13,60,55,0,0,0,0,15,0,0,0,0,0
Site_07,12,Jurie,12:05,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,30,10,0,0,0,0,3,18,60,70,0,0,0,0,20,0,0,0,0,0
Site_07,1,Gabi,12:05,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,20,5,0,0,0,0,3,13,40,85,0,0,0,0,10,0,0,0,0,0
Site_07,2,Gabi,12:05,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,10,10,0,0,0,0,2,14,70,85,0,0,0,0,5,0,0,0,0,0
Site_07,3,Gabi,12:05,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,65,95,0,0,0,0,5,0,0,0,0,0
Site_07,4,Gabi,12:05,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,1,2,50,15,0,0,0,0,2,7,20,5,0,0,0,0,3,22,75,75,0,0,0,0,5,0,0,0,0,0
Site_07,5,Gabi,12:05,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25,5,2,15,70,90,0,0,0,0,5,0,0,0,0,0
Site_07,6,Gabi,12:05,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,1,1,45,5,0,0,0,0,1,1,45,20,0,0,0,0,2,10,70,70,0,0,0,0,5,0,0,0,0,0
Site_07,7,Gabi,12:05,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,10,0,0,0,0,3,18,45,80,0,0,0,0,10,0,0,0,0,0
Site_07,8,Gabi,12:05,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,40,20,0,0,0,0,3,13,45,65,0,0,0,0,15,0,0,0,0,0
Site_07,9,Gabi,12:05,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,20,5,0,0,0,0,2,15,65,85,0,0,0,0,10,0,0,0,0,0
Site_07,10,Gabi,12:05,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40,40,60,0,0,0,0,1,8,45,35,0,0,0,0,5,0,0,0,0,0
Site_07,11,Gabi,12:05,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,45,85,0,0,0,0,15,0,0,0,0,0
Site_07,12,Gabi,12:05,21/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,35,5,0,0,0,0,3,19,65,90,0,0,0,0,5,0,0,0,0,0
Site_08,1,Jurie,10:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,1,9,55,45,0,0,0,0,50,0,0,0,0,0
Site_08,2,Jurie,10:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,1,7,5,5,1,4,50,10,0,0,0,0,80,0,0,0,0,0
Site_08,3,Jurie,10:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,40,5,0,0,0,0,0,0,0,0,3,14,60,80,0,0,0,0,15,0,0,0,0,0
Site_08,4,Jurie,10:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,60,5,0,0,0,0,0,0,0,0,2,8,65,75,0,0,0,0,20,0,0,0,0,0
Site_08,5,Jurie,10:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25,5,0,0,0,0,0,0,0,0,2,11,65,75,0,0,0,0,20,0,0,0,0,0
Site_08,6,Jurie,10:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,60,80,0,0,0,0,20,0,0,0,0,0
Site_08,7,Jurie,10:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,70,80,1,2,50,5,15,0,0,0,0,0
Site_08,8,Jurie,10:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,50,85,0,0,0,0,15,0,0,0,0,0
Site_08,9,Jurie,10:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,60,75,0,0,0,0,25,0,0,0,0,0
Site_08,10,Jurie,10:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,45,60,0,0,0,0,40,0,0,0,0,0
Site_08,11,Jurie,10:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,40,70,0,0,0,0,30,0,0,0,0,0
Site_08,12,Jurie,10:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,60,80,0,0,0,0,20,0,0,0,0,0
Site_08,1,Rudi,10:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,40,90,0,0,0,0,10,0,0,0,0,0
Site_08,2,Rudi,10:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,45,95,0,0,0,0,5,0,0,0,0,0
Site_08,3,Rudi,10:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,50,80,0,0,0,0,20,0,0,0,0,0
Site_08,4,Rudi,10:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,50,75,0,0,0,0,25,0,0,0,0,0
Site_08,5,Rudi,10:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,40,95,0,0,0,0,5,0,0,0,0,0
Site_08,6,Rudi,10:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,65,10,0,0,0,0,0,0,0,0,3,10,50,80,1,1,40,5,5,0,0,0,0,0
Site_08,7,Rudi,10:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30,5,0,0,0,0,0,0,0,0,3,9,40,80,0,0,0,0,15,0,0,0,0,0
Site_08,8,Rudi,10:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,15,0,0,0,0,2,12,45,75,0,0,0,0,10,0,0,0,0,0
Site_08,9,Rudi,10:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,40,80,1,1,35,10,10,0,0,0,0,0
Site_08,10,Rudi,10:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,40,70,1,2,25,5,25,0,0,0,0,0
Site_08,11,Rudi,10:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,5,0,0,0,0,0,0,0,0,2,9,45,90,0,0,0,0,5,0,0,0,0,0
Site_08,12,Rudi,10:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,60,5,1,3,25,5,0,0,0,0,2,17,40,80,0,0,0,0,10,0,0,0,0,0
Site_09,1,Jurie,11:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,65,80,0,0,0,0,20,0,0,0,0,0
Site_09,2,Jurie,11:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,50,85,0,0,0,0,15,0,0,0,0,0
Site_09,3,Jurie,11:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,45,5,0,0,0,0,0,0,0,0,3,12,75,90,0,0,0,0,5,0,0,0,0,0
Site_09,4,Jurie,11:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,30,100,0,0,0,0,0,0,0,0,0,0
Site_09,5,Jurie,11:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,5,0,0,0,0,3,15,50,75,0,0,0,0,20,0,0,0,0,0
Site_09,6,Jurie,11:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,30,5,2,2,35,5,0,0,0,0,3,16,60,85,0,0,0,0,5,0,0,0,0,0
Site_09,7,Jurie,11:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,55,75,0,0,0,0,25,0,0,0,0,0
Site_09,8,Jurie,11:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,70,85,0,0,0,0,15,0,0,0,0,0
Site_09,9,Jurie,11:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,60,80,0,0,0,0,20,0,0,0,0,0
Site_09,10,Jurie,11:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,2,16,40,75,0,0,0,0,20,0,0,0,0,0
Site_09,11,Jurie,11:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,55,80,0,0,0,0,20,0,0,0,0,0
Site_09,12,Jurie,11:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,45,65,0,0,0,0,35,0,0,0,0,0
Site_09,1,Rudi,11:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,5,0,0,0,0,2,12,40,80,0,0,0,0,15,0,0,0,0,0
Site_09,2,Rudi,11:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,15,5,0,0,0,0,2,8,50,85,0,0,0,0,10,0,0,0,0,0
Site_09,3,Rudi,11:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,15,10,0,0,0,0,1,6,45,30,0,0,0,0,60,0,0,0,0,0
Site_09,4,Rudi,11:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,25,10,0,0,0,0,2,9,55,80,0,0,0,0,10,0,0,0,0,0
Site_09,5,Rudi,11:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,10,0,0,0,0,3,14,50,75,0,0,0,0,15,0,0,0,0,0
Site_09,6,Rudi,11:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,5,0,0,0,0,2,16,45,85,0,0,0,0,10,0,0,0,0,0
Site_09,7,Rudi,11:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,5,0,0,0,0,1,11,40,50,0,0,0,0,45,0,0,0,0,0
Site_09,8,Rudi,11:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,25,10,0,0,0,0,2,14,30,65,0,0,0,0,25,0,0,0,0,0
Site_09,9,Rudi,11:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,40,70,0,0,0,0,30,0,0,0,0,0
Site_09,10,Rudi,11:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,15,15,0,0,0,0,2,15,35,65,0,0,0,0,20,0,0,0,0,0
Site_09,11,Rudi,11:05,08/03/2020,Linwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,35,5,2,4,10,5,0,0,0,0,2,12,40,75,0,0,0,0,15,0,0,0,0,0
